pet_id,pet_name,source_object_id,primary_enchant,eligible_enchant_count,eligible_enchants,classification_reason
pal_118,百花鹿仙,bz_van_118,Turbo,13,"Turbo, Heavy, Shielded, Mossy, Deadly, Fiery, Golden, Icy, Obsidian, Radiant, Restorative, Shiny, Toxic","坦克/水、地；来源标签 aquatic, tool, vehicle, tech, damagereference, shieldreference"
pal_119,黑月狐姬,bz_van_119,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/水；来源标签 tech, damagereference, cooldown"
pal_120,火云鹏王,bz_van_120,Restorative,13,"Restorative, Mossy, Radiant, Deadly, Fiery, Golden, Heavy, Icy, Obsidian, Shielded, Shiny, Toxic, Turbo","治疗/水、雷；来源标签 apparel, crit, damagereference, healreference, shieldreference"
pal_121,雷泽龙王,bz_van_121,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/暗；来源标签 weapon, damage"
pal_122,玄羽雕尊,bz_van_122,Restorative,13,"Restorative, Mossy, Radiant, Deadly, Fiery, Golden, Heavy, Icy, Obsidian, Shielded, Shiny, Toxic, Turbo","治疗/水、雷；来源标签 weapon, relic, trap, damage, ammo"
pal_123,白象护法,bz_van_123,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/雷；来源标签 weapon, damage, critreference, ammo"
pal_124,混世魔猿,bz_van_124,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/雷；来源标签 weapon, damage, critreference"
pal_125,寒狮妖王,bz_van_125,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/水、雷；来源标签 aquatic, weapon, tech, damage, ammo"
pal_126,幽冥獒王,bz_van_126,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/水、雷；来源标签 aquatic, friend, vehicle, weapon, damage, haste"
pal_127,九天龙君,bz_van_127,Fiery,13,"Fiery, Turbo, Deadly, Shiny, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/火、雷；来源标签 weapon, burn, damage, hastereference"
pal_128,星貂王,bz_van_128,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/无；来源标签 trap, slow"
pal_129,渊鹤王,bz_van_129,Icy,13,"Icy, Restorative, Mossy, Radiant, Deadly, Fiery, Golden, Heavy, Obsidian, Shielded, Shiny, Toxic, Turbo","治疗/水；来源标签 property, aquatic, regen, slowreference"
pal_130,潮甲君,bz_van_130,Turbo,13,"Turbo, Heavy, Shielded, Mossy, Deadly, Fiery, Golden, Icy, Obsidian, Radiant, Restorative, Shiny, Toxic","坦克/水、雷；来源标签 aquatic, shield"
pal_131,碧蜂妖,bz_van_131,Deadly,13,"Deadly, Radiant, Mossy, Shielded, Fiery, Golden, Heavy, Icy, Obsidian, Restorative, Shiny, Toxic, Turbo","召唤/水、雷；来源标签 aquatic, weapon, friend, damage, critreference"
pal_132,烬隼童,bz_van_132,Fiery,13,"Fiery, Deadly, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/火、水；来源标签 aquatic, burn"
pal_133,雷貉卫,bz_van_133,Deadly,13,"Deadly, Golden, Shiny, Radiant, Fiery, Heavy, Icy, Mossy, Obsidian, Restorative, Shielded, Toxic, Turbo","经济/雷；来源标签 crit, experience"
pal_134,沧雀卫,bz_van_134,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/水、雷；来源标签 aquatic, property, haste"
pal_135,赤蝎精,bz_van_135,Fiery,13,"Fiery, Icy, Toxic, Obsidian, Deadly, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/火、冰；来源标签 tool, burn, poison, slowreference, freezereference"
pal_136,沧熊童,bz_van_136,Turbo,13,"Turbo, Heavy, Shielded, Mossy, Deadly, Fiery, Golden, Icy, Obsidian, Radiant, Restorative, Shiny, Toxic","坦克/水、地；来源标签 aquatic, apparel, tech, shield, techreference, damagereference"
pal_137,雪貂童,bz_van_137,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/冰、草；来源标签 aquatic, friend, freeze, poisonreference"
pal_138,烬蜂童,bz_van_138,Fiery,13,"Fiery, Turbo, Deadly, Shiny, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/火、水；来源标签 aquatic, weapon, friend, damage, haste, burnreference"
pal_139,雷鲭王,bz_van_139,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/雷；来源标签 charge, critreference"
pal_140,冥雀卫,bz_van_140,Golden,13,"Golden, Shiny, Radiant, Deadly, Fiery, Heavy, Icy, Mossy, Obsidian, Restorative, Shielded, Toxic, Turbo",经济/暗；来源标签 economyreference
pal_141,沧鸾仔,bz_van_141,Restorative,13,"Restorative, Mossy, Radiant, Deadly, Fiery, Golden, Heavy, Icy, Obsidian, Shielded, Shiny, Toxic, Turbo","治疗/水、地；来源标签 weapon, health"
pal_142,霆螳灵,bz_van_142,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo",输出/雷；来源标签 crit
pal_143,山熊卫,bz_van_143,Shielded,13,"Shielded, Heavy, Mossy, Deadly, Fiery, Golden, Icy, Obsidian, Radiant, Restorative, Shiny, Toxic, Turbo","坦克/地、龙；来源标签 friend, shieldreference, damagereference"
pal_144,沧燕侯,bz_van_144,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/水；来源标签 aquatic, cooldown"
pal_145,螭蜂妖,bz_van_145,Deadly,13,"Deadly, Radiant, Mossy, Shielded, Fiery, Golden, Heavy, Icy, Obsidian, Restorative, Shiny, Toxic, Turbo","召唤/龙；来源标签 friend, damagereference"
pal_146,沧鲤将,bz_van_146,Turbo,13,"Turbo, Restorative, Mossy, Radiant, Deadly, Fiery, Golden, Heavy, Icy, Obsidian, Shielded, Shiny, Toxic","治疗/水、地；来源标签 weapon, cooldown"
pal_147,沙狮神,bz_van_147,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/地；来源标签 weapon, damagereference"
pal_148,震狼君,bz_van_148,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo",输出/雷；来源标签 crit
pal_149,渊鹿妖,bz_van_149,Turbo,13,"Turbo, Restorative, Mossy, Radiant, Deadly, Fiery, Golden, Heavy, Icy, Obsidian, Shielded, Shiny, Toxic",治疗/水、雷；来源标签 charge
pal_150,汐蝶卫,bz_van_150,Turbo,13,"Turbo, Restorative, Mossy, Radiant, Deadly, Fiery, Golden, Heavy, Icy, Obsidian, Shielded, Shiny, Toxic",治疗/水、地；来源标签 haste
pal_151,电鹰君,bz_van_151,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo",输出/雷；来源标签 crit
pal_152,鸣鳗王,bz_van_152,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/雷；来源标签 slow, ammoreference"
pal_153,震狐卫,bz_van_153,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic",机动/雷；来源标签 haste
pal_154,朱蛛将,bz_van_154,Fiery,13,"Fiery, Icy, Toxic, Obsidian, Deadly, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/火、草；来源标签 poisonreference, burnreference"
pal_155,沧鲤祖,bz_van_155,Deadly,13,"Deadly, Restorative, Mossy, Radiant, Fiery, Golden, Heavy, Icy, Obsidian, Shielded, Shiny, Toxic, Turbo","治疗/水；来源标签 weapon, lifesteal"
pal_156,角马王,bz_van_156,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/龙；来源标签 vehicle, cooldown"
pal_157,焰鹰妖,bz_van_157,Fiery,13,"Fiery, Deadly, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo",输出/火；来源标签 burnreference
pal_158,澜蜂尊,bz_van_158,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/水；来源标签 weapon, aquatic, haste, damagereference"
pal_159,凝鳗卫,bz_van_159,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/冰；来源标签 slowreference, freeze"
pal_160,青鳗君,bz_van_160,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/草、雷；来源标签 charge, poisonreference, slowreference"
pal_161,电鹰童,bz_van_161,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/雷；来源标签 weapon, crit"
pal_162,澜鲨童,bz_van_162,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/水；来源标签 aquatic, damagereference"
pal_163,石甲将,bz_van_163,Shielded,13,"Shielded, Heavy, Mossy, Deadly, Fiery, Golden, Icy, Obsidian, Radiant, Restorative, Shiny, Toxic, Turbo","坦克/地；来源标签 weapon, shieldreference, damagereference"
pal_164,朱蛛侯,bz_van_164,Fiery,13,"Fiery, Icy, Toxic, Obsidian, Deadly, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/火、草；来源标签 aquatic, friend, burn, poison"
pal_165,渊猿王,bz_van_165,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/水、雷；来源标签 weapon, aquatic, ammo, damagereference"
pal_166,焰蚌圣,bz_van_166,Fiery,13,"Fiery, Restorative, Mossy, Radiant, Deadly, Golden, Heavy, Icy, Obsidian, Shielded, Shiny, Toxic, Turbo",治疗/火、冰；来源标签 无
pal_167,渊兔妖,bz_van_167,Restorative,13,"Restorative, Mossy, Radiant, Deadly, Fiery, Golden, Heavy, Icy, Obsidian, Shielded, Shiny, Toxic, Turbo",治疗/水、雷；来源标签 crit
pal_168,澜兔祖,bz_van_168,Restorative,13,"Restorative, Mossy, Radiant, Deadly, Fiery, Golden, Heavy, Icy, Obsidian, Shielded, Shiny, Toxic, Turbo","治疗/水、地；来源标签 weapon, damagereference"
pal_169,朱鹤将,bz_van_169,Fiery,13,"Fiery, Restorative, Mossy, Radiant, Deadly, Golden, Heavy, Icy, Obsidian, Shielded, Shiny, Toxic, Turbo",治疗/火、水；来源标签 burn
pal_170,青蝎卫,bz_van_170,Toxic,13,"Toxic, Icy, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/草、雷；来源标签 poisonreference, crit"
pal_171,赤狼童,bz_van_171,Fiery,13,"Fiery, Deadly, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo",输出/火；来源标签 burnreference
pal_172,森蟒仔,bz_van_172,Toxic,13,"Toxic, Icy, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo",控制/草；来源标签 poisonreference
pal_173,燎鹰兽,bz_van_173,Fiery,13,"Fiery, Deadly, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo",输出/火；来源标签 burnreference
pal_174,焰狼将,bz_van_174,Fiery,13,"Fiery, Deadly, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo",输出/火；来源标签 burn
pal_175,电豹尊,bz_van_175,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo",输出/雷；来源标签 crit
pal_176,电螳精,bz_van_176,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo",输出/雷；来源标签 crit
pal_177,霆狼卫,bz_van_177,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/雷；来源标签 tool, crit"
pal_178,闪鲲妖,bz_van_178,Deadly,13,"Deadly, Radiant, Mossy, Shielded, Fiery, Golden, Heavy, Icy, Obsidian, Restorative, Shiny, Toxic, Turbo","召唤/雷、龙；来源标签 vehicle, crit"
pal_179,震鹰王,bz_van_179,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/雷；来源标签 ammo, critreference"
pal_180,鸣马王,bz_van_180,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/雷；来源标签 weapon, charge, damagereference"
pal_181,碧兔神,bz_van_181,Restorative,13,"Restorative, Mossy, Radiant, Deadly, Fiery, Golden, Heavy, Icy, Obsidian, Shielded, Shiny, Toxic, Turbo",治疗/水、雷；来源标签 crit
pal_182,渊蚁皇,bz_van_182,Radiant,13,"Radiant, Mossy, Shielded, Deadly, Fiery, Golden, Heavy, Icy, Obsidian, Restorative, Shiny, Toxic, Turbo","召唤/水、龙；来源标签 aquatic, friend"
pal_183,垒牦灵,bz_van_183,Shielded,13,"Shielded, Heavy, Mossy, Deadly, Fiery, Golden, Icy, Obsidian, Radiant, Restorative, Shiny, Toxic, Turbo",坦克/地；来源标签 shieldreference
pal_184,雷鹰将,bz_van_184,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/雷；来源标签 weapon, ammoreference, damagereference"
pal_185,烬鳗将,bz_van_185,Fiery,13,"Fiery, Icy, Toxic, Obsidian, Deadly, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/火、冰；来源标签 burnreference, freeze"
pal_186,角豹神,bz_van_186,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/龙；来源标签 weapon, damagereference"
pal_187,雷鹰卫,bz_van_187,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo",输出/雷；来源标签 ammo
pal_188,岩獒精,bz_van_188,Shielded,13,"Shielded, Heavy, Mossy, Deadly, Fiery, Golden, Icy, Obsidian, Radiant, Restorative, Shiny, Toxic, Turbo",坦克/地；来源标签 shieldreference
pal_189,烬鹿祖,bz_van_189,Fiery,13,"Fiery, Restorative, Mossy, Radiant, Deadly, Golden, Heavy, Icy, Obsidian, Shielded, Shiny, Toxic, Turbo","治疗/火、草；来源标签 health, heal"
pal_190,潮鹤精,bz_van_190,Turbo,13,"Turbo, Restorative, Mossy, Radiant, Deadly, Fiery, Golden, Heavy, Icy, Obsidian, Shielded, Shiny, Toxic","治疗/水、地；来源标签 healreference, haste"
pal_191,焰豹将,bz_van_191,Fiery,13,"Fiery, Deadly, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/火、雷；来源标签 burn, ammo"
pal_192,赤鼋妖,bz_van_192,Fiery,13,"Fiery, Heavy, Shielded, Mossy, Deadly, Golden, Icy, Obsidian, Radiant, Restorative, Shiny, Toxic, Turbo","坦克/火、地；来源标签 weapon, damagereference"
pal_193,雷狼卫,bz_van_193,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/雷；来源标签 weapon, crit"
pal_194,电虎侯,bz_van_194,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo",输出/雷；来源标签 crit
pal_195,燎狼将,bz_van_195,Fiery,13,"Fiery, Deadly, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo",输出/火；来源标签 burn
pal_196,凛鳗王,bz_van_196,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/冰、雷；来源标签 freezereference, ammo, damagereference"
pal_197,寒狐祖,bz_van_197,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/冰；来源标签 weapon, damagereference"
pal_198,赤虎仔,bz_van_198,Fiery,13,"Fiery, Deadly, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo",输出/火；来源标签 burnreference
pal_199,藤貂仔,bz_van_199,Toxic,13,"Toxic, Icy, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo",控制/草；来源标签 poisonreference
pal_200,烬豹侯,bz_van_200,Fiery,13,"Fiery, Deadly, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/火、雷；来源标签 burnreference, critreference"
pal_201,潮鸾卫,bz_van_201,Restorative,13,"Restorative, Mossy, Radiant, Deadly, Fiery, Golden, Heavy, Icy, Obsidian, Shielded, Shiny, Toxic, Turbo","治疗/水、雷；来源标签 healreference, critreference"
pal_202,苔狐侯,bz_van_202,Toxic,13,"Toxic, Icy, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/草、雷；来源标签 poisonreference, critreference"
pal_203,霆熊卫,bz_van_203,Shielded,13,"Shielded, Heavy, Mossy, Deadly, Fiery, Golden, Icy, Obsidian, Radiant, Restorative, Shiny, Toxic, Turbo","坦克/雷、地；来源标签 shieldreference, critreference"
pal_204,闪鲨将,bz_van_204,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/雷；来源标签 weapon, damagereference, critreference"
pal_205,雷隼卫,bz_van_205,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo",输出/雷；来源标签 crit
pal_206,霜狐卫,bz_van_206,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo",控制/冰；来源标签 freeze
pal_207,森蛇童,bz_van_207,Toxic,13,"Toxic, Icy, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo",控制/草；来源标签 poisonreference
pal_208,冰蛙将,bz_van_208,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/冰；来源标签 haste, freezereference"
pal_209,夜貉精,bz_van_209,Golden,13,"Golden, Shiny, Radiant, Deadly, Fiery, Heavy, Icy, Mossy, Obsidian, Restorative, Shielded, Toxic, Turbo","经济/暗；来源标签 weapon, damagereference"
pal_210,震豹童,bz_van_210,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo",输出/雷；来源标签 crit
pal_211,夜雀皇,bz_van_211,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/暗；来源标签 weapon, cooldown, damagereference"
pal_212,沧鹤妖,bz_van_212,Restorative,13,"Restorative, Mossy, Radiant, Deadly, Fiery, Golden, Heavy, Icy, Obsidian, Shielded, Shiny, Toxic, Turbo",治疗/水、地；来源标签 health
pal_213,震鹰童,bz_van_213,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo",输出/雷；来源标签 crit
pal_214,角鲨兽,bz_van_214,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/龙；来源标签 weapon, damagereference"
pal_215,角隼尊,bz_van_215,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic",机动/龙；来源标签 haste
pal_216,霆鲭将,bz_van_216,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic",机动/雷；来源标签 cooldown
pal_217,震雀将,bz_van_217,Golden,13,"Golden, Shiny, Radiant, Deadly, Fiery, Heavy, Icy, Mossy, Obsidian, Restorative, Shielded, Toxic, Turbo","经济/雷；来源标签 weapon, damagereference"
pal_218,赤鹤皇,bz_van_218,Fiery,13,"Fiery, Restorative, Mossy, Radiant, Deadly, Golden, Heavy, Icy, Obsidian, Shielded, Shiny, Toxic, Turbo","治疗/火、水；来源标签 burnreference, cooldown"
pal_219,霆狼妖,bz_van_219,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/雷；来源标签 ammo, damagereference"
pal_220,碧雀君,bz_van_220,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic",机动/水；来源标签 aquatic
pal_221,霆虎神,bz_van_221,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/雷；来源标签 weapon, ammo, damagereference"
pal_222,雷猿王,bz_van_222,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/雷；来源标签 weapon, charge, damagereference"
pal_223,燎蚌皇,bz_van_223,Fiery,13,"Fiery, Restorative, Mossy, Radiant, Deadly, Golden, Heavy, Icy, Obsidian, Shielded, Shiny, Toxic, Turbo","治疗/火、水；来源标签 regen, burnreference"
pal_224,夜蝎卫,bz_van_224,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo",控制/暗；来源标签 slow
pal_225,星隼精,bz_van_225,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/无；来源标签 weapon, damagereference"
pal_226,潮雀妖,bz_van_226,Turbo,13,"Turbo, Deadly, Shiny, Fiery, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/水；来源标签 aquatic, haste"
pal_227,蛟蛙侯,bz_van_227,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/龙；来源标签 vehicle, haste, slowreference"
pal_228,凛蝎卫,bz_van_228,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/冰、草；来源标签 poisonreference, freeze"
pal_229,闪狼侯,bz_van_229,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo","输出/雷；来源标签 crit, ammoreference"
pal_230,震隼灵,bz_van_230,Deadly,13,"Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Shiny, Toxic, Turbo",输出/雷；来源标签 crit
pal_231,苔蛛将,bz_van_231,Toxic,13,"Toxic, Icy, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo",控制/草；来源标签 poison
pal_232,汐羊王,bz_van_232,Deadly,13,"Deadly, Restorative, Mossy, Radiant, Fiery, Golden, Heavy, Icy, Obsidian, Shielded, Shiny, Toxic, Turbo","治疗/水、雷；来源标签 weapon, lifesteal, crit"
pal_233,山象王,bz_van_233,Turbo,13,"Turbo, Heavy, Shielded, Mossy, Deadly, Fiery, Golden, Icy, Obsidian, Radiant, Restorative, Shiny, Toxic","坦克/地；来源标签 shieldreference, cooldown"
pal_234,寒蟒卫,bz_van_234,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/冰；来源标签 hastereference, freeze"
pal_235,朱鲭将,bz_van_235,Fiery,13,"Fiery, Turbo, Deadly, Shiny, Golden, Heavy, Icy, Mossy, Obsidian, Radiant, Restorative, Shielded, Toxic","机动/火；来源标签 burnreference, haste"
pal_236,寒鹰祖,bz_van_236,Shiny,13,"Shiny, Deadly, Fiery, Obsidian, Golden, Heavy, Icy, Mossy, Radiant, Restorative, Shielded, Toxic, Turbo",输出/冰；来源标签 tool
pal_237,寒蝎尊,bz_van_237,Icy,13,"Icy, Toxic, Obsidian, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo","控制/冰、雷；来源标签 freezereference, crit"
pal_238,石甲兽,bz_van_238,Shielded,13,"Shielded, Heavy, Mossy, Deadly, Fiery, Golden, Icy, Obsidian, Radiant, Restorative, Shiny, Toxic, Turbo",坦克/地；来源标签 shieldreference
pal_239,沧鹤神,bz_van_239,Turbo,13,"Turbo, Restorative, Mossy, Radiant, Deadly, Fiery, Golden, Heavy, Icy, Obsidian, Shielded, Shiny, Toxic",治疗/水、地；来源标签 cooldown
pal_240,碧蚌将,bz_van_240,Mossy,13,"Mossy, Restorative, Radiant, Deadly, Fiery, Golden, Heavy, Icy, Obsidian, Shielded, Shiny, Toxic, Turbo",治疗/水；来源标签 regen
pal_241,墨蝎王,bz_van_241,Obsidian,13,"Obsidian, Icy, Toxic, Deadly, Fiery, Golden, Heavy, Mossy, Radiant, Restorative, Shielded, Shiny, Turbo",控制/暗；来源标签 无
