宠物ID,名称(自动),元素(自动),品质(自动),定位(自动),标签(自动),商品类型,商店状态,解锁日,池档,默认价,价格覆盖,夜市权重,元素店权重,定位店权重,品质店权重,奖励权重,商店池(自动),奖励池(自动),出现条件,备注
pal_081,药香花鹿,火,白银,输出,火、雷、输出、草、治疗、风、远点压制、后排、增益,宠物,启用,2,pT2,4,4,85,70,65,80,50,"elem_水, elem_雷, elem_冰, elem_无, role_坦克, role_控制, tier_pT1, tier_pT2, role_抗压承伤, role_重甲抗压",reward_pT2,,来源对象 bz_van_081；主附魔 Fiery；真实来源地点数 10
pal_082,冰丝巨蛾,龙,白银,经济,龙、经济、冰、治疗、水、水系牵制、后排、增益,宠物,启用,2,pT2,4,4,85,70,65,80,50,"elem_水, elem_雷, elem_冰, elem_无, role_召唤, role_坦克, role_控制, role_治疗, role_机动, role_机动压制",reward_pT2,,来源对象 bz_van_082；主附魔 Golden；真实来源地点数 10
pal_083,云鳞幼螭,水,青铜,坦克,水、雷、坦克、龙、召唤、风、召唤铺场、成长、核心,宠物,启用,1,pT1,2,2,100,70,65,80,60,"elem_火, elem_雷, elem_冰, elem_地, elem_龙, role_召唤, role_坦克, role_控制, role_输出, tier_pT3",reward_pT2,,来源对象 bz_van_083；主附魔 Turbo；真实来源地点数 10
pal_084,沧浪青蛟,火,青铜,机动,火、龙、机动、水、治疗、水系牵制、后排、增益,宠物,启用,1,pT1,2,2,100,70,65,80,60,"elem_火, elem_草, elem_雷, elem_冰, elem_地, role_召唤, role_坦克, role_控制, tier_pT2, role_机动压制",reward_pT2,,来源对象 bz_van_084；主附魔 Fiery；真实来源地点数 10
pal_085,涌泉水獭,雷,青铜,召唤,雷、地、召唤、水、治疗、水系牵制、后排、增益,宠物,启用,1,pT1,2,2,100,70,65,80,60,"night_base, elem_火, elem_雷, elem_地, role_召唤, role_坦克, role_控制, role_治疗, tier_pT1, role_机动压制",reward_pT2,,来源对象 bz_van_085；主附魔 Deadly；真实来源地点数 10
pal_086,赤炎狻猊,龙,黄金,机动,龙、机动、火、输出、火系压制、爆发、前排,宠物,启用,4,pT3,6,6,65,70,65,80,40,"elem_水, elem_雷, elem_冰, elem_无, role_召唤, role_坦克, role_控制, role_治疗, special_merchant, elite_high",reward_pT2,,来源对象 bz_van_086；主附魔 Turbo；真实来源地点数 10
pal_087,碧海青蛟,草,青铜,机动,草、水、机动、龙、治疗、水系牵制、后排、增益,宠物,启用,1,pT1,2,2,100,70,65,80,60,"night_base, elem_火, elem_雷, elem_地, role_召唤, role_坦克, role_控制, role_治疗, role_输出, role_机动压制",reward_pT2,,来源对象 bz_van_087；主附魔 Turbo；真实来源地点数 10
pal_088,冰棘豪猪,雷,黄金,输出,雷、输出、冰、坦克、水、抗压承伤、防御、前排、阻挡,宠物,启用,4,pT3,6,6,65,70,65,80,40,"night_base, elem_水, elem_雷, elem_暗, elem_无, role_召唤, role_坦克, role_控制, role_治疗, role_机动",reward_pT2,,来源对象 bz_van_088；主附魔 Deadly；真实来源地点数 10
pal_089,狱火凶獒,火,青铜,输出,火、雷、输出、重甲抗压、爆发、前排,宠物,启用,1,pT1,2,2,100,70,65,80,60,"elem_火, elem_雷, elem_冰, elem_地, role_召唤, role_坦克, role_控制, role_治疗, role_机动, tier_pT2",reward_pT2,,来源对象 bz_van_089；主附魔 Fiery；真实来源地点数 10
pal_090,三首火犬,水,白银,机动,水、雷、机动、火、暗、输出、召唤铺场、爆发、前排,宠物,启用,2,pT2,4,4,85,70,65,80,50,"elem_水, elem_雷, elem_冰, elem_地, elem_暗, role_坦克, role_控制, role_输出, role_机动, role_风系铺场",reward_pT2,,来源对象 bz_van_090；主附魔 Turbo；真实来源地点数 10
pal_091,覆水龙龟,雷,青铜,输出,雷、输出、龙、水、坦克、重甲抗压、防御、前排、阻挡,宠物,启用,1,pT1,2,2,100,70,65,80,60,"elem_火, elem_雷, elem_冰, elem_地, role_召唤, role_坦克, role_控制, role_治疗, role_机动, role_远点压制",reward_pT2,,来源对象 bz_van_091；主附魔 Deadly；真实来源地点数 10
pal_092,雷泽青蛟,火,黄金,治疗,火、水、治疗、龙、雷、控制、风、风系牵制、牵制、范围、机动,宠物,启用,4,pT3,6,6,65,70,65,80,40,"night_base, elem_水, elem_雷, elem_暗, elem_无, role_召唤, role_坦克, role_控制, role_治疗, tier_pT2",reward_pT2,,来源对象 bz_van_092；主附魔 Fiery；真实来源地点数 10
pal_093,连理双鹿,草,白银,控制,草、水、控制、召唤、风、召唤铺场、成长、核心,宠物,启用,2,pT2,4,4,85,70,65,80,50,"elem_水, elem_雷, elem_冰, role_坦克, role_控制, role_输出, special_merchant, elite_high, role_机动压制, role_火系压制",reward_pT2,,来源对象 bz_van_093；主附魔 Toxic；真实来源地点数 10
pal_094,海棠水鹿,雷,青铜,输出,雷、输出、草、水、治疗、水系牵制、后排、增益,宠物,启用,1,pT1,2,2,100,70,65,80,60,"elem_水, elem_雷, elem_冰, elem_无, role_召唤, role_坦克, role_控制, role_机动, tier_pT1, role_远点压制",reward_pT2,,来源对象 bz_van_094；主附魔 Deadly；真实来源地点数 10
pal_095,百花灵鹿,雷,白银,输出,雷、输出、草、治疗、风、远点压制、后排、增益,宠物,启用,2,pT2,4,4,85,70,65,80,50,"night_base, elem_水, elem_雷, elem_无, role_召唤, role_坦克, role_控制, role_治疗, role_经济, role_机动",reward_pT2,,来源对象 bz_van_095；主附魔 Deadly；真实来源地点数 10
pal_096,熔岩巨兽,雷,青铜,输出,雷、输出、火、地、坦克、重甲抗压、防御、前排、阻挡,宠物,启用,1,pT1,2,2,100,70,65,80,60,"night_base, elem_火, elem_雷, elem_地, role_召唤, role_坦克, role_控制, role_治疗, role_经济, role_机动",reward_pT2,,来源对象 bz_van_096；主附魔 Deadly；真实来源地点数 10
pal_097,寒岩巨兽,雷,青铜,输出,雷、输出、冰、地、坦克、水、重甲抗压、防御、前排、阻挡,宠物,启用,1,pT1,2,2,100,70,65,80,60,"night_base, elem_水, elem_雷, elem_无, role_召唤, role_坦克, role_控制, role_治疗, role_经济, role_机动",reward_pT2,,来源对象 bz_van_097；主附魔 Deadly；真实来源地点数 10
pal_098,云顶巨驼,水,黄金,机动,水、雷、机动、无、经济、风、夹击牵制、召唤、发育,宠物,启用,4,pT3,6,6,65,70,65,80,40,"elem_火, elem_水, elem_雷, elem_冰, elem_无, role_召唤, role_坦克, role_控制, role_输出, special_merchant",reward_pT2,,来源对象 bz_van_098；主附魔 Turbo；真实来源地点数 10
pal_099,冰峰巨驼,草,白银,控制,草、水、控制、冰、坦克、抗压承伤、防御、前排、阻挡,宠物,启用,2,pT2,4,4,85,70,65,80,50,"night_base, elem_水, elem_雷, role_坦克, role_控制, role_输出, special_merchant, elite_high, tier_pT1, role_火系压制",reward_pT2,,来源对象 bz_van_099；主附魔 Toxic；真实来源地点数 10
pal_100,青林巨象,水,青铜,坦克,水、地、坦克、草、风、重甲抗压、防御、前排、阻挡,宠物,启用,1,pT1,2,2,100,70,65,80,60,"elem_火, elem_雷, elem_冰, elem_地, elem_龙, role_召唤, role_坦克, role_控制, role_输出, tier_pT3",reward_pT2,,来源对象 bz_van_100；主附魔 Shielded；真实来源地点数 10
pal_101,白牙雪象,水,白银,控制,水、龙、控制、冰、坦克、重甲抗压、防御、前排、阻挡,宠物,启用,2,pT2,4,4,85,70,65,80,50,"elem_水, elem_雷, elem_冰, elem_地, role_坦克, role_控制, role_输出, special_merchant, elite_high, role_召唤铺场",reward_pT2,,来源对象 bz_van_101；主附魔 Icy；真实来源地点数 10
pal_102,白绒雪猿,暗,白银,机动,暗、龙、机动、冰、坦克、水、抗压承伤、防御、前排、阻挡,宠物,启用,2,pT2,4,4,85,70,65,80,50,"elem_火, elem_水, elem_雷, elem_冰, elem_无, role_召唤, role_坦克, role_控制, special_merchant, role_机动压制",reward_pT2,,来源对象 bz_van_102；主附魔 Turbo；真实来源地点数 10
pal_103,绿苔巨猿,水,青铜,治疗,水、治疗、草、坦克、风、抗压承伤、防御、前排、阻挡,宠物,启用,1,pT1,2,2,100,70,65,80,60,"night_base, elem_火, elem_雷, elem_冰, elem_地, role_召唤, role_坦克, role_控制, role_治疗, role_输出",reward_pT2,,来源对象 bz_van_103；主附魔 Restorative；真实来源地点数 10
pal_104,铁甲巨兕,水,白银,机动,水、雷、机动、地、草、坦克、土、抗压承伤、防御、前排、阻挡,宠物,启用,2,pT2,4,4,85,70,65,80,50,"elem_水, elem_雷, elem_冰, elem_无, role_坦克, role_控制, role_输出, special_merchant, elite_high, tier_pT1",reward_pT2,,来源对象 bz_van_104；主附魔 Turbo；真实来源地点数 10
pal_105,云海白鹿,水,青铜,输出,水、输出、无、机动、风、机动压制、灵活、泛用,宠物,启用,1,pT1,2,2,100,70,65,80,60,"night_base, elem_水, elem_雷, elem_无, role_召唤, role_坦克, role_控制, role_治疗, role_输出, role_经济",reward_pT2,,来源对象 bz_van_105；主附魔 Deadly；真实来源地点数 10
pal_106,夜幕巨蝠,草,白银,控制,草、水、控制、暗、坦克、土、召唤铺场、防御、前排、阻挡,宠物,启用,2,pT2,4,4,85,70,65,80,50,"night_base, elem_水, elem_雷, role_坦克, role_控制, role_输出, special_merchant, elite_high, role_机动压制, role_火系压制",reward_pT2,,来源对象 bz_van_106；主附魔 Toxic；真实来源地点数 10
pal_107,天羽云螭,水,钻石,召唤,水、龙、召唤、机动、风、机动压制、灵活、泛用,宠物,启用,6,pT4,8,8,40,70,65,80,25,"elem_火, elem_水, elem_雷, elem_冰, elem_地, elem_暗, role_控制, role_治疗, role_输出, role_风系铺场",reward_pT2,,来源对象 bz_van_107；主附魔 Radiant；真实来源地点数 10
pal_108,焰羽赤雕,雷,青铜,输出,雷、输出、火、火系重压、爆发、前排,宠物,启用,1,pT1,2,2,100,70,65,80,60,"night_base, elem_火, elem_雷, elem_地, role_召唤, role_坦克, role_控制, role_治疗, tier_pT1, role_重甲抗压",reward_pT2,,来源对象 bz_van_108；主附魔 Deadly；真实来源地点数 10
pal_109,冥羽黑乌,雷,白银,控制,雷、控制、暗、机动、土、土系抗压、灵活、泛用,宠物,启用,2,pT2,4,4,85,70,65,80,50,"elem_火, elem_雷, elem_冰, elem_地, role_坦克, role_控制, role_机动, special_merchant, elite_high, role_召唤铺场",reward_pT2,,来源对象 bz_van_109；主附魔 Icy；真实来源地点数 10
pal_110,渊鳞黑蛟,雷,青铜,输出,雷、输出、龙、暗、坦克、土、诅咒牵制、防御、前排、阻挡,宠物,启用,1,pT1,2,2,100,70,65,80,60,"night_base, elem_水, elem_雷, elem_无, role_召唤, role_坦克, role_控制, role_治疗, role_经济, role_远点压制",reward_pT2,,来源对象 bz_van_110；主附魔 Deadly；真实来源地点数 10
pal_111,毒甲蝎将,雷,青铜,输出,雷、输出、暗、地、坦克、土、抗压承伤、防御、前排、阻挡,宠物,启用,1,pT1,2,2,100,32,30,45,60,"night_base, elem_火, elem_雷, elem_地, role_召唤, role_坦克, role_控制, role_治疗, role_经济, role_机动",reward_pT3,,来源对象 bz_van_111；主附魔 Deadly；真实来源地点数 10
pal_112,石猿战将,火,黄金,控制,火、冰、控制、地、输出、土、土系抗压、爆发、前排,宠物,启用,4,pT3,6,6,65,32,30,45,40,"night_base, elem_水, elem_雷, role_坦克, role_控制, role_输出, tier_pT2, role_机动压制, role_风系牵制, role_火系压制",reward_pT3,,来源对象 bz_van_112；主附魔 Fiery；真实来源地点数 10
pal_113,覆海蛟王,水,黄金,输出,水、输出、龙、治疗、水系牵制、后排、增益,宠物,启用,4,pT3,6,6,65,32,30,45,40,"night_base, elem_水, elem_雷, elem_暗, elem_无, role_召唤, role_坦克, role_控制, role_治疗, elite_high",reward_pT3,,来源对象 bz_van_113；主附魔 Deadly；真实来源地点数 10
pal_114,赤焰龙君,雷,黄金,控制,雷、控制、龙、火、输出、火系重压、爆发、前排,宠物,启用,4,pT3,6,6,65,32,30,45,40,"elem_水, elem_雷, elem_冰, elem_无, role_坦克, role_控制, special_merchant, tier_pT1, role_召唤铺场, role_远点压制",reward_pT3,,来源对象 bz_van_114；主附魔 Icy；真实来源地点数 10
pal_115,南明朱雀,雷,青铜,机动,雷、龙、机动、火、火系压制、灵活、泛用,宠物,启用,1,pT1,2,2,100,32,30,45,60,"elem_水, elem_雷, elem_冰, elem_无, role_召唤, role_坦克, role_控制, special_merchant, tier_pT1, role_远点压制",reward_pT3,,来源对象 bz_van_115；主附魔 Turbo；真实来源地点数 10
pal_116,净瓶青鸾,龙,白银,机动,龙、机动、水、治疗、水系牵制、后排、增益,宠物,启用,2,pT2,4,4,85,32,30,45,50,"elem_火, elem_水, elem_草, elem_雷, elem_冰, elem_地, role_坦克, role_控制, role_抗压承伤, role_风系铺场",reward_pT3,,来源对象 bz_van_116；主附魔 Deadly；真实来源地点数 10
pal_117,九霄熊王,冰,白银,坦克,冰、水、坦克、雷、控制、风、风系牵制、牵制、范围、机动,宠物,启用,2,pT2,4,4,85,32,30,45,50,"night_base, elem_火, elem_水, elem_雷, elem_地, role_坦克, role_控制, role_输出, tier_pT3, role_抗压承伤",reward_pT3,,来源对象 bz_van_117；主附魔 Icy；真实来源地点数 10
pal_118,百花鹿仙,水,白银,坦克,水、地、坦克、草、治疗、风、远点压制、后排、增益,宠物,启用,2,pT2,4,4,85,32,30,45,50,"elem_火, elem_水, elem_雷, elem_冰, elem_无, role_坦克, role_控制, role_输出, tier_pT3, role_抗压承伤",reward_pT3,,来源对象 bz_van_118；主附魔 Turbo；真实来源地点数 10
pal_119,黑月狐姬,水,白银,机动,水、机动、暗、治疗、土、土系抗压、后排、增益,宠物,启用,2,pT2,4,4,85,32,30,45,50,"elem_火, elem_雷, elem_冰, elem_地, role_召唤, role_坦克, role_控制, role_治疗, special_merchant, role_抗压承伤",reward_pT3,,来源对象 bz_van_119；主附魔 Turbo；真实来源地点数 10
pal_120,火云鹏王,水,黄金,治疗,水、雷、治疗、火、机动、火系压制、灵活、泛用,宠物,启用,4,pT3,6,6,65,32,30,45,40,"night_base, elem_水, elem_雷, elem_冰, elem_无, role_坦克, role_控制, tier_pT1, tier_pT3, role_重甲抗压",reward_pT3,,来源对象 bz_van_120；主附魔 Restorative；真实来源地点数 10
pal_121,雷泽龙王,暗,青铜,输出,暗、输出、龙、雷、控制、风、风系牵制、牵制、范围、机动,宠物,启用,1,pT1,2,2,100,32,30,45,60,"night_base, elem_火, elem_雷, elem_地, elem_暗, role_召唤, role_坦克, role_控制, role_治疗, role_经济",reward_pT3,,来源对象 bz_van_121；主附魔 Deadly；真实来源地点数 10
pal_122,玄羽雕尊,水,黄金,治疗,水、雷、治疗、暗、机动、土、土系抗压、灵活、泛用,宠物,启用,4,pT3,6,6,65,32,30,45,40,"night_base, elem_水, elem_雷, elem_冰, elem_地, role_坦克, role_控制, role_治疗, role_机动, role_风系铺场",reward_pT3,,来源对象 bz_van_122；主附魔 Restorative；真实来源地点数 10
pal_123,白象护法,雷,黄金,输出,雷、输出、无、坦克、风、重甲抗压、防御、前排、阻挡,宠物,启用,4,pT3,6,6,65,32,30,45,40,"night_base, elem_火, elem_雷, elem_地, role_召唤, role_坦克, role_控制, role_治疗, role_机动, tier_pT1",reward_pT3,,来源对象 bz_van_123；主附魔 Deadly；真实来源地点数 10
pal_124,混世魔猿,雷,青铜,输出,雷、输出、暗、坦克、土、重甲抗压、防御、前排、阻挡,宠物,启用,4,pT1,2,2,100,32,30,45,60,elite_high,"reward_pT3, reward_elite",,来源对象 bz_van_124；主附魔 Deadly；真实来源地点数 1
pal_125,寒狮妖王,水,白银,输出,水、雷、输出、冰、控制、水系牵制、牵制、范围、机动,宠物,启用,2,pT2,4,4,85,32,30,45,50,"night_base, elem_水, elem_雷, elem_无, role_召唤, role_坦克, role_控制, role_输出, role_机动, role_抗压承伤",reward_pT3,,来源对象 bz_van_125；主附魔 Deadly；真实来源地点数 10
pal_126,幽冥獒王,水,黄金,机动,水、雷、机动、暗、控制、土、土系抗压、牵制、范围,宠物,启用,4,pT3,6,6,65,32,30,45,40,"night_base, elem_火, elem_水, elem_雷, role_坦克, role_控制, role_输出, special_merchant, elite_high, role_机动压制",reward_pT3,,来源对象 bz_van_126；主附魔 Turbo；真实来源地点数 10
pal_127,九天龙君,火,白银,机动,火、雷、机动、龙、风、机动压制、灵活、泛用,宠物,启用,2,pT2,4,4,85,32,30,45,50,"night_base, elem_水, elem_雷, elem_地, role_坦克, role_控制, special_merchant, elite_high, tier_pT2, role_风系铺场","reward_pT3, reward_elite",,来源对象 bz_van_127；主附魔 Fiery；真实来源地点数 10
pal_128,星貂王,无,黄金,控制,无、控制,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_雷, elem_冰, elem_无, role_召唤, role_坦克, role_控制, role_治疗, special_merchant, role_召唤铺场",reward_pT3,,来源对象 bz_van_128；主附魔 Icy；真实来源地点数 10
pal_129,渊鹤王,水,黄金,治疗,水、治疗,宠物,启用,4,pT3,6,6,65,100,100,100,40,"night_base, elem_水, elem_雷, elem_冰, elem_地, role_坦克, role_控制, role_输出, special_merchant, role_召唤铺场",reward_pT3,,来源对象 bz_van_129；主附魔 Icy；真实来源地点数 10
pal_130,潮甲君,水,黄金,坦克,水、雷、坦克,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_雷, elem_冰, elem_龙, elem_无, role_召唤, role_坦克, role_控制, role_输出, tier_pT3",reward_pT3,,来源对象 bz_van_130；主附魔 Turbo；真实来源地点数 10
pal_131,碧蜂妖,水,白银,召唤,水、雷、召唤,宠物,启用,2,pT2,4,4,85,100,100,100,50,"night_base, elem_火, elem_雷, elem_地, role_召唤, role_坦克, role_控制, role_输出, tier_pT1, role_机动压制",reward_pT2,,来源对象 bz_van_131；主附魔 Deadly；真实来源地点数 10
pal_132,烬隼童,火,青铜,输出,火、水、输出,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_水, elem_雷, elem_冰, elem_无, role_召唤, role_坦克, role_控制, role_治疗, role_输出, tier_pT2",reward_pT1,,来源对象 bz_van_132；主附魔 Fiery；真实来源地点数 10
pal_133,雷貉卫,雷,白银,经济,雷、经济,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_冰, elem_无, role_召唤, role_坦克, role_控制, role_治疗, role_经济, tier_pT1",reward_pT2,,来源对象 bz_van_133；主附魔 Deadly；真实来源地点数 10
pal_134,沧雀卫,水,白银,机动,水、雷、机动,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_冰, elem_地, elem_暗, role_坦克, role_控制, role_输出, special_merchant, elite_high",reward_pT2,,来源对象 bz_van_134；主附魔 Turbo；真实来源地点数 10
pal_135,赤蝎精,火,白银,控制,火、冰、控制,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_冰, role_坦克, role_控制, special_merchant, tier_pT2, role_召唤铺场, role_风系牵制, role_火系压制",reward_pT2,,来源对象 bz_van_135；主附魔 Fiery；真实来源地点数 10
pal_136,沧熊童,水,青铜,坦克,水、地、坦克,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_水, elem_雷, elem_冰, elem_无, role_坦克, role_控制, role_输出, tier_pT3, role_抗压承伤, role_重甲抗压",reward_pT1,,来源对象 bz_van_136；主附魔 Turbo；真实来源地点数 10
pal_137,雪貂童,冰,青铜,控制,冰、草、控制,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_火, elem_雷, elem_冰, elem_地, role_坦克, role_控制, role_输出, role_机动压制, role_风系牵制, role_火系压制",reward_pT1,,来源对象 bz_van_137；主附魔 Icy；真实来源地点数 10
pal_138,烬蜂童,火,青铜,机动,火、水、机动,宠物,启用,1,pT1,2,2,100,100,100,100,60,"night_base, elem_火, elem_雷, role_坦克, role_控制, role_输出, special_merchant, elite_high, tier_pT2, role_机动压制",reward_pT1,,来源对象 bz_van_138；主附魔 Fiery；真实来源地点数 10
pal_139,雷鲭王,雷,黄金,机动,雷、机动,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_龙, elem_无, role_召唤, special_merchant",reward_pT3,,来源对象 bz_van_139；主附魔 Turbo；真实来源地点数 5
pal_140,冥雀卫,暗,白银,经济,暗、经济,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无",reward_pT2,,来源对象 bz_van_140；主附魔 Golden；真实来源地点数 4
pal_141,沧鸾仔,水,青铜,治疗,水、地、治疗,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_水, elem_雷, elem_龙, elem_无, role_坦克, tier_pT2",reward_pT1,,来源对象 bz_van_141；主附魔 Restorative；真实来源地点数 6
pal_142,霆螳灵,雷,青铜,输出,雷、输出,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_水, elem_雷, elem_龙, elem_无, role_召唤",reward_pT1,,来源对象 bz_van_142；主附魔 Deadly；真实来源地点数 5
pal_143,山熊卫,地,白银,坦克,地、龙、坦克,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_召唤铺场",reward_pT2,,来源对象 bz_van_143；主附魔 Shielded；真实来源地点数 5
pal_144,沧燕侯,水,黄金,机动,水、机动,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_地, elem_龙, elem_无",reward_pT3,,来源对象 bz_van_144；主附魔 Turbo；真实来源地点数 4
pal_145,螭蜂妖,龙,白银,召唤,龙、召唤,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无",reward_pT2,,来源对象 bz_van_145；主附魔 Deadly；真实来源地点数 4
pal_146,沧鲤将,水,白银,治疗,水、地、治疗,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_地, elem_龙, elem_无, role_坦克",reward_pT2,,来源对象 bz_van_146；主附魔 Turbo；真实来源地点数 6
pal_147,沙狮神,地,钻石,输出,地、输出,宠物,启用,6,pT4,8,8,40,100,100,100,25,"elem_水, elem_龙, role_坦克",reward_pT4,,来源对象 bz_van_147；主附魔 Deadly；真实来源地点数 3
pal_148,震狼君,雷,黄金,输出,雷、输出,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_龙, elem_无, role_召唤",reward_pT3,,来源对象 bz_van_148；主附魔 Deadly；真实来源地点数 4
pal_149,渊鹿妖,水,白银,治疗,水、雷、治疗,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, special_merchant",reward_pT2,,来源对象 bz_van_149；主附魔 Turbo；真实来源地点数 5
pal_150,汐蝶卫,水,白银,治疗,水、地、治疗,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, special_merchant",reward_pT2,,来源对象 bz_van_150；主附魔 Turbo；真实来源地点数 5
pal_151,电鹰君,雷,黄金,输出,雷、输出,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_龙, elem_无, role_召唤",reward_pT3,,来源对象 bz_van_151；主附魔 Deadly；真实来源地点数 4
pal_152,鸣鳗王,雷,黄金,控制,雷、控制,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_地, elem_龙, elem_无, role_经济, tier_pT1",reward_pT3,,来源对象 bz_van_152；主附魔 Icy；真实来源地点数 6
pal_153,震狐卫,雷,白银,机动,雷、机动,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, special_merchant",reward_pT2,,来源对象 bz_van_153；主附魔 Turbo；真实来源地点数 5
pal_154,朱蛛将,火,白银,控制,火、草、控制,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_治疗, role_输出",reward_pT2,,来源对象 bz_van_154；主附魔 Fiery；真实来源地点数 6
pal_155,沧鲤祖,水,钻石,治疗,水、治疗,宠物,启用,6,pT4,8,8,40,100,100,100,25,"elem_水, elem_龙, role_坦克",reward_pT4,,来源对象 bz_van_155；主附魔 Deadly；真实来源地点数 3
pal_156,角马王,龙,黄金,机动,龙、机动,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_龙, elem_无",reward_pT3,,来源对象 bz_van_156；主附魔 Turbo；真实来源地点数 3
pal_157,焰鹰妖,火,白银,输出,火、输出,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_治疗",reward_pT2,,来源对象 bz_van_157；主附魔 Fiery；真实来源地点数 5
pal_158,澜蜂尊,水,黄金,机动,水、机动,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_地, elem_龙, elem_无, role_坦克, special_merchant",reward_pT3,,来源对象 bz_van_158；主附魔 Turbo；真实来源地点数 6
pal_159,凝鳗卫,冰,白银,控制,冰、控制,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_控制, role_经济",reward_pT2,,来源对象 bz_van_159；主附魔 Icy；真实来源地点数 6
pal_160,青鳗君,草,黄金,控制,草、雷、控制,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_龙, elem_无, role_输出, role_经济, special_merchant",reward_pT3,,来源对象 bz_van_160；主附魔 Icy；真实来源地点数 6
pal_161,电鹰童,雷,青铜,输出,雷、输出,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_水, elem_雷, elem_龙, elem_无, role_召唤, role_坦克",reward_pT1,,来源对象 bz_van_161；主附魔 Deadly；真实来源地点数 6
pal_162,澜鲨童,水,青铜,输出,水、输出,宠物,启用,1,pT1,2,2,100,100,100,100,60,"elem_水, elem_雷, elem_地, elem_龙, elem_无",reward_pT1,,来源对象 bz_van_162；主附魔 Deadly；真实来源地点数 5
pal_163,石甲将,地,白银,坦克,地、坦克,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_坦克, role_召唤铺场",reward_pT2,,来源对象 bz_van_163；主附魔 Shielded；真实来源地点数 6
pal_164,朱蛛侯,火,黄金,控制,火、草、控制,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_地, elem_龙, elem_无, role_治疗, role_输出",reward_pT3,,来源对象 bz_van_164；主附魔 Fiery；真实来源地点数 6
pal_165,渊猿王,水,黄金,机动,水、雷、机动,宠物,启用,4,pT3,6,6,65,100,100,100,40,"elem_水, elem_地, elem_龙, elem_无, role_坦克, tier_pT1",reward_pT3,,来源对象 bz_van_165；主附魔 Turbo；真实来源地点数 6
pal_166,焰蚌圣,火,钻石,治疗,火、冰、治疗,宠物,启用,6,pT4,8,8,40,100,100,100,25,"elem_水, elem_龙",reward_pT4,,来源对象 bz_van_166；主附魔 Fiery；真实来源地点数 2
pal_167,渊兔妖,水,白银,治疗,水、雷、治疗,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_召唤",reward_pT2,,来源对象 bz_van_167；主附魔 Restorative；真实来源地点数 5
pal_168,澜兔祖,水,钻石,治疗,水、地、治疗,宠物,启用,6,pT4,8,8,40,100,100,100,25,"elem_水, elem_龙, role_坦克",reward_pT4,,来源对象 bz_van_168；主附魔 Restorative；真实来源地点数 3
pal_169,朱鹤将,火,白银,治疗,火、水、治疗,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_治疗",reward_pT2,,来源对象 bz_van_169；主附魔 Fiery；真实来源地点数 5
pal_170,青蝎卫,草,白银,控制,草、雷、控制,宠物,启用,2,pT2,4,4,85,100,100,100,50,"elem_水, elem_雷, elem_龙, elem_无, role_召唤, role_输出",reward_pT2,,来源对象 bz_van_170；主附魔 Toxic；真实来源地点数 6
