宠物ID,名称(自动),元素(自动),体型(自动),宠物定位(自动),阶段,敌方定位,HP,攻,防,盾,行动,机制ID,机制参数,面板分,机制分,克制,推荐日,备注,移动力,攻击次数
pal_232,汐羊王,水,两格,治疗,后期,小怪,58,18,0,6,3,mech_shield_regen,,157,0,,,,3,2
pal_233,山象王,地,两格,坦克,后期,小怪,66,18,0,14,3,mech_shield_regen,,205,0,,,,3,2
pal_234,寒蟒卫,冰,两格,控制,中期,小怪,44,14,0,0,4,mech_counter_damage,,106,0,,,,4,2
pal_235,朱鲭将,火,两格,机动,中期,小怪,40,12,0,0,5,mech_fire_ignite_bonus,,101,0,,,,5,2
pal_236,寒鹰祖,冰,两格,输出,首领,精英,64,36,0,0,3,mech_grow_atk_each_round,,187,0,,,,3,3
pal_237,寒蝎尊,冰,两格,控制,后期,小怪,56,20,0,0,4,mech_counter_damage,,136,0,,,,4,2
pal_238,石甲兽,地,两格,坦克,前期,小怪,42,6,0,6,3,mech_armor_flat,,105,0,,,,3,1
pal_239,沧鹤神,水,两格,治疗,首领,精英,70,24,0,8,3,mech_shield_regen,,197,0,,,,3,3
pal_240,碧蚌将,水,两格,治疗,中期,小怪,46,12,0,4,3,mech_shield_regen,,117,0,,,,3,2
pal_241,墨蝎王,暗,两格,控制,后期,小怪,56,20,0,0,4,mech_death_explosion,,136,0,,,,4,2
pal_242,鸣螳仔,雷,两格,输出,前期,小怪,28,12,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_243,岩豹兽,地,两格,输出,前期,小怪,28,12,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_244,雷蛛妖,雷,两格,控制,中期,小怪,44,14,0,0,4,mech_counter_damage,,106,0,,,,4,2
pal_245,角蛙君,龙,两格,控制,后期,小怪,56,20,0,0,4,mech_counter_damage,,136,0,,,,4,2
pal_246,燎隼精,火,两格,机动,中期,小怪,40,12,0,0,5,mech_fire_ignite_bonus,,101,0,,,,5,2
pal_247,潮羊卫,水,两格,治疗,中期,小怪,46,12,0,4,3,mech_shield_regen,,117,0,,,,3,2
pal_248,岳熊精,地,两格,坦克,中期,小怪,54,12,0,10,3,mech_armor_flat,,155,0,,,,3,2
pal_249,霆鲨皇,雷,两格,输出,首领,精英,64,36,0,0,3,mech_grow_atk_each_round,,187,0,,,,3,3
pal_250,霜貂卫,冰,两格,控制,中期,小怪,44,14,0,0,4,mech_counter_damage,,106,0,,,,4,2
pal_251,霆牦王,雷,两格,坦克,后期,小怪,66,18,0,14,3,mech_armor_flat,,205,0,,,,3,2
pal_252,炎蛛尊,火,两格,控制,后期,小怪,56,20,0,0,4,mech_fire_ignite_bonus,,136,0,,,,4,2
pal_253,炎鳗精,火,两格,控制,中期,小怪,44,14,0,0,4,mech_counter_damage,,106,0,,,,4,2
pal_254,赤蟒王,火,两格,控制,后期,小怪,56,20,0,0,4,mech_fire_ignite_bonus,,136,0,,,,4,2
pal_255,电蟒精,雷,两格,控制,中期,小怪,44,14,0,0,4,mech_counter_damage,,106,0,,,,4,2
pal_256,震隼将,雷,两格,机动,中期,小怪,40,12,0,0,5,none,,101,0,,,,5,2
pal_257,翠隼将,草,两格,输出,中期,小怪,40,20,0,0,3,mech_grow_atk_each_round,,115,0,,,,3,2
pal_258,汐蝶精,水,两格,治疗,中期,小怪,46,12,0,4,3,mech_shield_regen,,117,0,,,,3,2
pal_259,朱雀妖,火,两格,机动,中期,小怪,40,12,0,0,5,none,,101,0,,,,5,2
pal_260,云隼兽,无,两格,输出,前期,小怪,28,12,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_261,寒貂卫,冰,两格,控制,中期,小怪,44,14,0,0,4,mech_counter_damage,,106,0,,,,4,2
pal_262,澜象将,水,两格,坦克,中期,小怪,54,12,0,10,3,mech_armor_flat,,155,0,,,,3,2
pal_263,沙鹰仔,地,两格,输出,前期,小怪,28,12,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_264,蛟鲨精,龙,两格,输出,中期,小怪,40,20,0,0,3,mech_grow_atk_each_round,,115,0,,,,3,2
pal_265,电狐王,雷,两格,控制,后期,小怪,56,20,0,0,4,mech_counter_damage,,136,0,,,,4,2
pal_266,沧狮将,水,两格,输出,中期,小怪,40,20,0,0,3,mech_grow_atk_each_round,,115,0,,,,3,2
pal_267,炎鲭侯,火,两格,机动,后期,小怪,52,18,0,0,5,none,,131,0,,,,5,2
pal_268,石牦灵,地,两格,坦克,前期,小怪,42,6,0,6,3,mech_armor_flat,,105,0,,,,3,1
pal_269,焰蝎妖,火,两格,控制,中期,小怪,44,14,0,0,4,mech_fire_ignite_bonus,,106,0,,,,4,2
pal_270,芽蛛将,草,两格,控制,中期,小怪,44,14,0,0,4,mech_counter_damage,,106,0,,,,4,2
pal_271,青蛇将,草,两格,控制,中期,小怪,44,14,0,0,4,mech_counter_damage,,106,0,,,,4,2
pal_272,芽貂卫,草,两格,控制,中期,小怪,44,14,0,0,4,mech_counter_damage,,106,0,,,,4,2
pal_273,燎鹰卫,火,两格,输出,中期,小怪,40,20,0,0,3,mech_fire_ignite_bonus,,115,0,,,,3,2
pal_274,苔貂王,草,两格,控制,后期,小怪,56,20,0,0,4,mech_counter_damage,,136,0,,,,4,2
pal_275,青鹿祖,草,两格,治疗,首领,精英,70,24,0,8,3,mech_shield_regen,,197,0,,,,3,3
pal_276,焰蟾卫,火,两格,召唤,中期,小怪,48,12,0,0,3,mech_fire_ignite_bonus,,99,0,,,,3,2
pal_277,克诺大兽,地,三格,机动,前期,小怪,46,10,0,0,5,none,,101,0,,,,5,2
pal_278,克诺中兽,龙,两格,机动,前期,小怪,52,18,0,0,5,none,,131,0,,,,5,2
pal_279,克诺小兽,地,一格,机动,前期,小怪,46,20,0,0,5,none,,131,0,,,,5,2
pal_280,蛛婆小兽,水,一格,控制,前期,小怪,50,22,0,0,4,mech_counter_damage,,136,0,,,,4,2
pal_281,蛛婆大兽,地,三格,控制,前期,小怪,50,12,0,0,4,mech_counter_damage,,106,0,,,,4,2
pal_282,蛛婆中兽,暗,两格,控制,前期,小怪,56,20,0,0,4,mech_counter_damage,,136,0,,,,4,2
pal_283,芙蕾小兽,冰,一格,控制,前期,小怪,50,22,0,0,4,mech_counter_damage,,136,0,,,,4,2
pal_284,芙蕾大兽,冰,三格,控制,前期,小怪,50,12,0,0,4,mech_counter_damage,,106,0,,,,4,2
pal_285,芙蕾中兽,冰,两格,控制,前期,小怪,56,20,0,0,4,mech_counter_damage,,136,0,,,,4,2
pal_286,赫夫小兽,火,一格,经济,前期,小怪,46,20,0,0,3,mech_fire_ignite_bonus,,121,0,,,,3,2
pal_287,赫夫中兽,火,两格,经济,前期,小怪,52,18,0,0,3,mech_fire_ignite_bonus,,121,0,,,,3,2
pal_288,赫夫大兽,火,三格,经济,前期,小怪,46,10,0,0,2,mech_fire_ignite_bonus,,86,0,,,,2,2
pal_289,夜爵大兽,草,三格,控制,前期,小怪,50,12,0,0,4,mech_counter_damage,,106,0,,,,4,2
pal_290,夜爵小兽,草,一格,控制,前期,小怪,50,22,0,0,4,mech_counter_damage,,136,0,,,,4,2
pal_291,夜爵中兽,草,两格,控制,前期,小怪,56,20,0,0,4,mech_counter_damage,,136,0,,,,4,2
pal_292,瑟菲小兽,雷,一格,经济,前期,小怪,46,20,0,0,3,none,,121,0,,,,3,2
pal_293,瑟菲大兽,地,三格,经济,前期,小怪,46,10,0,0,2,none,,86,0,,,,2,2
pal_294,瑟菲中兽,无,两格,经济,前期,小怪,52,18,0,0,3,none,,121,0,,,,3,2
pal_295,凯夫中兽,地,两格,坦克,前期,小怪,42,6,0,6,3,mech_armor_flat,,105,0,,,,3,1
pal_296,凯夫小兽,地,一格,坦克,前期,小怪,36,8,0,6,3,mech_shield_flat,,105,0,,,,3,1
pal_297,加瑟中兽,火,两格,输出,前期,小怪,40,20,0,0,3,mech_grow_atk_each_round,,115,0,,,,3,2
pal_298,加瑟大兽,草,三格,经济,前期,小怪,46,10,0,0,2,none,,86,0,,,,2,2
pal_299,加瑟小兽,雷,一格,输出,前期,小怪,34,22,0,0,3,mech_grow_atk_each_round,,115,0,,,,3,2
pal_300,古董大兽,雷,三格,输出,前期,小怪,46,18,0,0,2,mech_grow_atk_each_round,,110,0,,,,2,2
pal_301,古董中兽,无,两格,输出,前期,小怪,40,20,0,0,3,mech_grow_atk_each_round,,115,0,,,,3,2
pal_302,古董小兽,龙,一格,输出,前期,小怪,34,22,0,0,3,mech_grow_atk_each_round,,115,0,,,,3,2
pal_303,吉娜小兽,水,一格,输出,前期,小怪,22,14,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_304,吉娜大兽,无,三格,输出,前期,小怪,46,18,0,0,2,mech_grow_atk_each_round,,110,0,,,,2,2
pal_305,吉娜中兽,无,两格,输出,前期,小怪,28,12,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_306,塔季中兽,龙,两格,输出,前期,小怪,40,20,0,0,3,mech_grow_atk_each_round,,115,0,,,,3,2
pal_307,塔季大兽,无,三格,经济,前期,小怪,46,10,0,0,2,none,,86,0,,,,2,2
pal_308,塔季小兽,水,一格,输出,前期,小怪,34,22,0,0,3,mech_grow_atk_each_round,,115,0,,,,3,2
pal_309,奥利中兽,无,两格,输出,前期,小怪,28,12,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_310,奥利小兽,水,一格,输出,前期,小怪,22,14,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_311,安德大兽,暗,三格,输出,前期,小怪,46,18,0,0,2,mech_grow_atk_each_round,,110,0,,,,2,2
pal_312,安德小兽,草,一格,输出,前期,小怪,22,14,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_313,安德中兽,龙,两格,输出,前期,小怪,28,12,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_314,寇特大兽,龙,三格,输出,中期,小怪,46,18,0,0,2,mech_grow_atk_each_round,,110,0,,,,2,2
pal_315,寇特小兽,暗,一格,输出,中期,小怪,22,14,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_316,寇特中兽,火,两格,输出,中期,小怪,28,12,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_317,库里中兽,龙,两格,输出,中期,小怪,28,12,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_318,库里小兽,无,一格,输出,中期,小怪,22,14,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_319,库里大兽,水,三格,输出,中期,小怪,46,18,0,0,2,mech_grow_atk_each_round,,110,0,,,,2,2
pal_320,戈迪小兽,草,一格,经济,中期,小怪,34,14,0,0,3,none,,91,0,,,,3,2
pal_321,戈迪中兽,龙,两格,经济,中期,小怪,40,12,0,0,3,none,,91,0,,,,3,2
pal_322,戈迪大兽,龙,三格,经济,中期,小怪,46,10,0,0,2,none,,86,0,,,,2,2
pal_323,托克大兽,水,三格,输出,中期,小怪,46,18,0,0,2,mech_grow_atk_each_round,,110,0,,,,2,2
pal_324,托克中兽,地,两格,输出,中期,小怪,40,20,0,0,3,mech_grow_atk_each_round,,115,0,,,,3,2
pal_325,托克小兽,水,一格,输出,中期,小怪,22,14,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_326,谢尔小兽,草,一格,输出,中期,小怪,22,14,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_327,谢尔中兽,暗,两格,输出,中期,小怪,40,20,0,0,3,mech_grow_atk_each_round,,115,0,,,,3,2
pal_328,谢尔大兽,龙,三格,经济,中期,小怪,46,10,0,0,2,none,,86,0,,,,2,2
pal_329,杰杰大兽,火,三格,输出,中期,小怪,46,18,0,0,2,mech_grow_atk_each_round,,110,0,,,,2,2
pal_330,杰杰中兽,地,两格,输出,中期,小怪,28,12,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_331,橡君大兽,草,三格,输出,中期,小怪,46,18,0,0,2,mech_grow_atk_each_round,,110,0,,,,2,2
pal_332,橡君小兽,龙,一格,输出,中期,小怪,22,14,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_333,橡君中兽,水,两格,输出,中期,小怪,28,12,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_334,波尔小兽,水,一格,经济,中期,小怪,46,20,0,0,3,none,,121,0,,,,3,2
pal_335,波尔大兽,水,三格,输出,中期,小怪,46,18,0,0,2,mech_grow_atk_each_round,,110,0,,,,2,2
pal_336,波尔中兽,龙,两格,经济,中期,小怪,52,18,0,0,3,none,,121,0,,,,3,2
pal_337,试家大兽,冰,三格,输出,中期,小怪,46,18,0,0,2,mech_grow_atk_each_round,,110,0,,,,2,2
pal_338,试家中兽,无,两格,输出,中期,小怪,40,20,0,0,3,mech_grow_atk_each_round,,115,0,,,,3,2
pal_339,试家小兽,草,一格,输出,中期,小怪,34,22,0,0,3,mech_grow_atk_each_round,,115,0,,,,3,2
pal_340,爱拉中兽,龙,两格,输出,中期,小怪,28,12,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_341,爱拉大兽,冰,三格,输出,中期,小怪,46,18,0,0,2,mech_grow_atk_each_round,,110,0,,,,2,2
pal_342,爱拉小兽,冰,一格,输出,中期,小怪,22,14,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_343,瓦尔大兽,地,三格,输出,中期,小怪,46,18,0,0,2,mech_grow_atk_each_round,,110,0,,,,2,2
pal_344,瓦尔小兽,火,一格,输出,中期,小怪,22,14,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_345,瓦尔中兽,火,两格,输出,中期,小怪,28,12,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_346,米兹中兽,水,两格,输出,中期,小怪,28,12,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_347,米兹大兽,地,三格,输出,中期,小怪,46,18,0,0,2,mech_grow_atk_each_round,,110,0,,,,2,2
pal_348,米兹小兽,地,一格,输出,中期,小怪,22,14,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_349,米透小兽,无,一格,输出,中期,小怪,22,14,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_350,米透大兽,无,三格,输出,中期,小怪,46,18,0,0,2,mech_grow_atk_each_round,,110,0,,,,2,2
pal_351,米透中兽,水,两格,输出,中期,小怪,40,20,0,0,3,mech_grow_atk_each_round,,115,0,,,,3,2
pal_352,自瞄大兽,水,三格,输出,中期,小怪,46,18,0,0,2,mech_grow_atk_each_round,,110,0,,,,2,2
pal_353,自瞄中兽,地,两格,输出,后期,小怪,40,20,0,0,3,mech_grow_atk_each_round,,115,0,,,,3,2
pal_354,自瞄小兽,水,一格,输出,后期,小怪,34,22,0,0,3,mech_grow_atk_each_round,,115,0,,,,3,2
pal_355,葵仙中兽,无,两格,输出,后期,小怪,28,12,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_356,葵仙小兽,龙,一格,输出,后期,小怪,22,14,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_357,葵仙大兽,水,三格,输出,后期,小怪,46,18,0,0,2,mech_grow_atk_each_round,,110,0,,,,2,2
pal_358,西尔小兽,暗,一格,输出,后期,小怪,22,14,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_359,西尔大兽,草,三格,输出,后期,小怪,46,18,0,0,2,mech_grow_atk_each_round,,110,0,,,,2,2
pal_360,西尔中兽,暗,两格,输出,后期,小怪,28,12,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_361,诺提中兽,草,两格,输出,后期,小怪,28,12,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_362,诺提小兽,火,一格,输出,后期,小怪,22,14,0,0,3,mech_grow_atk_each_round,,79,0,,,,3,1
pal_363,诺提大兽,草,三格,输出,后期,小怪,46,18,0,0,2,mech_grow_atk_each_round,,110,0,,,,2,2
pal_364,路克小兽,暗,一格,经济,后期,小怪,46,20,0,0,3,none,,121,0,,,,3,2
pal_365,路克中兽,草,两格,经济,后期,小怪,52,18,0,0,3,none,,121,0,,,,3,2
pal_366,路克大兽,水,三格,经济,后期,小怪,58,16,0,0,2,none,,116,0,,,,2,2
pal_367,针羽大兽,火,三格,输出,后期,小怪,46,18,0,0,2,mech_grow_atk_each_round,,110,0,,,,2,2
pal_368,针羽小兽,冰,一格,输出,后期,小怪,34,22,0,0,3,mech_grow_atk_each_round,,115,0,,,,3,2
pal_369,针羽中兽,无,两格,输出,首领,精英,40,20,0,0,3,mech_grow_atk_each_round,,115,0,,,,3,2
